engagement1,person,datetime,facial_expression
0.8928855824069072,1,2025-02-11 15:57:18.263462653,neutral
0.8236792578845543,2,2025-02-11 15:57:18.648732840,tired
0.8928855824069072,1,2025-02-11 15:57:18.648732840,neutral
0.7367596315890819,0,2025-02-11 15:57:18.648732840,neutral
0.8239430409186163,3,2025-02-11 15:57:18.648732840,neutral
0.8239430409186163,3,2025-02-11 15:57:19.006606035,neutral
0.8928855824069072,1,2025-02-11 15:57:19.006606035,neutral
0.7367596315890819,0,2025-02-11 15:57:19.006606035,neutral
0.8236792578845543,2,2025-02-11 15:57:19.006606035,tired
0.8236792578845543,2,2025-02-11 15:57:19.334513772,tired
0.8239430409186163,3,2025-02-11 15:57:19.334513772,neutral
0.7367596315890819,0,2025-02-11 15:57:19.334513772,neutral
0.8928855824069072,1,2025-02-11 15:57:19.334513772,neutral
0.7367596315890819,0,2025-02-11 15:57:19.662421508,neutral
0.8239430409186163,3,2025-02-11 15:57:19.662421508,tired
0.8928855824069072,1,2025-02-11 15:57:19.662421508,neutral
0.8236792578845543,2,2025-02-11 15:57:19.662421508,tired
0.8154466074003557,0,2025-02-11 15:57:20.033993199,neutral
0.8173797063122229,2,2025-02-11 15:57:20.033993199,tired
0.8069128585128262,1,2025-02-11 15:57:20.033993199,neutral
0.8135899164813079,3,2025-02-11 15:57:20.033993199,tired
0.8154466074003557,0,2025-02-11 15:57:20.390154083,neutral
0.8135899164813079,3,2025-02-11 15:57:20.390154083,tired
0.8173797063122229,2,2025-02-11 15:57:20.390154083,tired
0.8069128585128262,1,2025-02-11 15:57:20.390154083,neutral
0.8173797063122229,2,2025-02-11 15:57:20.733472627,tired
0.8069128585128262,1,2025-02-11 15:57:20.733472627,neutral
0.8135899164813079,3,2025-02-11 15:57:20.733472627,tired
0.8154466074003557,0,2025-02-11 15:57:20.733472627,neutral
0.8154466074003557,0,2025-02-11 15:57:21.075078859,neutral
0.8173797063122229,2,2025-02-11 15:57:21.075078859,tired
0.8135899164813079,3,2025-02-11 15:57:21.075078859,tired
0.8069128585128262,1,2025-02-11 15:57:21.075078859,neutral
0.8069128585128262,1,2025-02-11 15:57:21.403842752,neutral
0.8135899164813079,3,2025-02-11 15:57:21.403842752,tired
0.8154466074003557,0,2025-02-11 15:57:21.403842752,neutral
0.8173797063122229,2,2025-02-11 15:57:21.403842752,tired
0.8173797063122229,2,2025-02-11 15:57:21.732606644,tired
0.8135899164813079,3,2025-02-11 15:57:21.732606644,tired
0.8154466074003557,0,2025-02-11 15:57:21.732606644,neutral
0.8069128585128262,1,2025-02-11 15:57:21.732606644,neutral
0.8135899164813079,3,2025-02-11 15:57:22.174383125,tired
0.8173797063122229,2,2025-02-11 15:57:22.174383125,tired
0.8154466074003557,0,2025-02-11 15:57:22.174383125,neutral
0.8069128585128262,1,2025-02-11 15:57:22.174383125,neutral
0.8173797063122229,2,2025-02-11 15:57:22.503147018,tired
0.8069128585128262,1,2025-02-11 15:57:22.503147018,neutral
0.8154466074003557,0,2025-02-11 15:57:22.503147018,neutral
0.8135899164813079,3,2025-02-11 15:57:22.503147018,tired
0.8154466074003557,0,2025-02-11 15:57:22.847321718,neutral
0.8135899164813079,3,2025-02-11 15:57:22.847321718,tired
0.8069128585128262,1,2025-02-11 15:57:22.847321718,neutral
0.8173797063122229,2,2025-02-11 15:57:22.847321718,tired
0.8154466074003557,0,2025-02-11 15:57:23.173517142,neutral
0.8069128585128262,1,2025-02-11 15:57:23.173517142,neutral
0.8173797063122229,2,2025-02-11 15:57:23.173517142,tired
0.8135899164813079,3,2025-02-11 15:57:23.173517142,tired
0.8154466074003557,0,2025-02-11 15:57:23.530534182,neutral
0.8173797063122229,2,2025-02-11 15:57:23.530534182,admired
0.8135899164813079,3,2025-02-11 15:57:23.530534182,tired
0.8069128585128262,1,2025-02-11 15:57:23.530534182,neutral
0.8069128585128262,1,2025-02-11 15:57:23.858441918,neutral
0.8173797063122229,2,2025-02-11 15:57:23.858441918,admired
0.8135899164813079,3,2025-02-11 15:57:23.858441918,tired
0.8154466074003557,0,2025-02-11 15:57:23.858441918,neutral
0.8154466074003557,0,2025-02-11 15:57:24.215458958,neutral
0.8135899164813079,3,2025-02-11 15:57:24.215458958,tired
0.8173797063122229,2,2025-02-11 15:57:24.215458958,tired
0.8069128585128262,1,2025-02-11 15:57:24.215458958,neutral
0.8154466074003557,0,2025-02-11 15:57:24.546791319,neutral
0.8135899164813079,3,2025-02-11 15:57:24.546791319,admired
0.8173797063122229,2,2025-02-11 15:57:24.546791319,tired
0.8069128585128262,1,2025-02-11 15:57:24.546791319,neutral
0.8154466074003557,0,2025-02-11 15:57:24.888397551,neutral
0.8173797063122229,2,2025-02-11 15:57:24.888397551,tired
0.8069128585128262,1,2025-02-11 15:57:24.888397551,neutral
0.8135899164813079,3,2025-02-11 15:57:24.888397551,tired
0.8154466074003557,0,2025-02-11 15:57:25.214592975,neutral
0.8173797063122229,2,2025-02-11 15:57:25.214592975,tired
0.8069128585128262,1,2025-02-11 15:57:25.214592975,neutral
0.8135899164813079,3,2025-02-11 15:57:25.214592975,neutral
0.8154466074003557,0,2025-02-11 15:57:25.573322327,neutral
0.8135899164813079,3,2025-02-11 15:57:25.573322327,neutral
0.8173797063122229,2,2025-02-11 15:57:25.573322327,tired
0.8069128585128262,1,2025-02-11 15:57:25.573322327,neutral
0.8154466074003557,0,2025-02-11 15:57:25.928627055,neutral
0.8173797063122229,2,2025-02-11 15:57:25.928627055,tired
0.8135899164813079,3,2025-02-11 15:57:25.928627055,neutral
0.8069128585128262,1,2025-02-11 15:57:25.928627055,neutral
0.8154466074003557,0,2025-02-11 15:57:26.256534791,neutral
0.8069128585128262,1,2025-02-11 15:57:26.256534791,neutral
0.8173797063122229,2,2025-02-11 15:57:26.256534791,admired
0.8135899164813079,3,2025-02-11 15:57:26.256534791,neutral
0.8135899164813079,3,2025-02-11 15:57:26.584442528,neutral
0.8069128585128262,1,2025-02-11 15:57:26.584442528,neutral
0.8154466074003557,0,2025-02-11 15:57:26.584442528,neutral
0.8173797063122229,2,2025-02-11 15:57:26.584442528,frowning
0.8135899164813079,3,2025-02-11 15:57:26.926904916,tired
0.8154466074003557,0,2025-02-11 15:57:26.926904916,tired
0.8173797063122229,2,2025-02-11 15:57:26.926904916,frowning
0.8069128585128262,1,2025-02-11 15:57:26.926904916,neutral
0.8154466074003557,0,2025-02-11 15:57:27.269367304,tired
0.8069128585128262,1,2025-02-11 15:57:27.269367304,neutral
0.8173797063122229,2,2025-02-11 15:57:27.269367304,frowning
0.8135899164813079,3,2025-02-11 15:57:27.269367304,neutral
0.8135899164813079,3,2025-02-11 15:57:27.612685848,neutral
0.8069128585128262,1,2025-02-11 15:57:27.612685848,neutral
0.8154466074003557,0,2025-02-11 15:57:27.612685848,tired
0.8173797063122229,2,2025-02-11 15:57:27.612685848,frowning
0.8173797063122229,2,2025-02-11 15:57:27.969702888,frowning
0.8135899164813079,3,2025-02-11 15:57:27.969702888,tired
0.8069128585128262,1,2025-02-11 15:57:27.969702888,neutral
0.8154466074003557,0,2025-02-11 15:57:27.969702888,neutral
0.8069128585128262,1,2025-02-11 15:57:28.311309120,neutral
0.8154466074003557,0,2025-02-11 15:57:28.311309120,tired
0.8173797063122229,2,2025-02-11 15:57:28.311309120,frowning
0.8135899164813079,3,2025-02-11 15:57:28.311309120,tired
0.8069128585128262,1,2025-02-11 15:57:28.640073012,neutral
0.8173797063122229,2,2025-02-11 15:57:28.640073012,frowning
0.8135899164813079,3,2025-02-11 15:57:28.640073012,neutral
0.8154466074003557,0,2025-02-11 15:57:28.640073012,neutral
0.8173797063122229,2,2025-02-11 15:57:28.979110777,frowning
0.8154466074003557,0,2025-02-11 15:57:28.979110777,neutral
0.8135899164813079,3,2025-02-11 15:57:28.979110777,neutral
0.8069128585128262,1,2025-02-11 15:57:28.979110777,neutral
0.8173797063122229,2,2025-02-11 15:57:29.324997788,frowning
0.8135899164813079,3,2025-02-11 15:57:29.324997788,neutral
0.8069128585128262,1,2025-02-11 15:57:29.324997788,neutral
0.8154466074003557,0,2025-02-11 15:57:29.324997788,tired
0.8173797063122229,2,2025-02-11 15:57:29.682014828,frowning
0.8154466074003557,0,2025-02-11 15:57:29.682014828,neutral
0.8135899164813079,3,2025-02-11 15:57:29.682014828,neutral
0.8069128585128262,1,2025-02-11 15:57:29.682014828,neutral
0.8515472653020575,2,2025-02-11 15:57:30.081839666,frowning
0.835622862599636,0,2025-02-11 15:57:30.081839666,tired
0.8030931785355037,3,2025-02-11 15:57:30.081839666,neutral
0.9002054790891356,1,2025-02-11 15:57:30.081839666,neutral
0.8030931785355037,3,2025-02-11 15:57:30.462829073,neutral
0.8515472653020575,2,2025-02-11 15:57:30.462829073,frowning
0.9002054790891356,1,2025-02-11 15:57:30.462829073,neutral
0.835622862599636,0,2025-02-11 15:57:30.462829073,neutral
0.9002054790891356,1,2025-02-11 15:57:30.795017589,neutral
0.8515472653020575,2,2025-02-11 15:57:30.795017589,frowning
0.835622862599636,0,2025-02-11 15:57:30.795017589,neutral
0.8030931785355037,3,2025-02-11 15:57:30.795017589,neutral
0.9002054790891356,1,2025-02-11 15:57:31.150322317,neutral
0.8515472653020575,2,2025-02-11 15:57:31.150322317,frowning
0.835622862599636,0,2025-02-11 15:57:31.150322317,neutral
0.8030931785355037,3,2025-02-11 15:57:31.150322317,neutral
0.8515472653020575,2,2025-02-11 15:57:31.580112614,frowning
0.835622862599636,0,2025-02-11 15:57:31.580112614,neutral
0.8030931785355037,3,2025-02-11 15:57:31.580112614,neutral
0.9002054790891356,1,2025-02-11 15:57:31.580112614,neutral
0.8030931785355037,3,2025-02-11 15:57:31.922575002,tired
0.9002054790891356,1,2025-02-11 15:57:31.922575002,neutral
0.8515472653020575,2,2025-02-11 15:57:31.922575002,frowning
0.835622862599636,0,2025-02-11 15:57:31.922575002,neutral
0.8515472653020575,2,2025-02-11 15:57:32.251338895,frowning
0.835622862599636,0,2025-02-11 15:57:32.251338895,tired
0.8030931785355037,3,2025-02-11 15:57:32.251338895,neutral
0.9002054790891356,1,2025-02-11 15:57:32.251338895,neutral
0.835622862599636,0,2025-02-11 15:57:32.591232815,tired
0.8030931785355037,3,2025-02-11 15:57:32.591232815,neutral
0.8515472653020575,2,2025-02-11 15:57:32.591232815,tired
0.9002054790891356,1,2025-02-11 15:57:32.591232815,neutral
0.9002054790891356,1,2025-02-11 15:57:32.933695203,neutral
0.835622862599636,0,2025-02-11 15:57:32.933695203,neutral
0.8515472653020575,2,2025-02-11 15:57:32.933695203,tired
0.8030931785355037,3,2025-02-11 15:57:32.933695203,neutral
0.9002054790891356,1,2025-02-11 15:57:33.271876811,neutral
0.8030931785355037,3,2025-02-11 15:57:33.271876811,neutral
0.8515472653020575,2,2025-02-11 15:57:33.271876811,tired
0.835622862599636,0,2025-02-11 15:57:33.271876811,neutral
0.9002054790891356,1,2025-02-11 15:57:33.609202264,neutral
0.8030931785355037,3,2025-02-11 15:57:33.609202264,neutral
0.8515472653020575,2,2025-02-11 15:57:33.609202264,frowning
0.835622862599636,0,2025-02-11 15:57:33.609202264,neutral
0.8030931785355037,3,2025-02-11 15:57:33.996184762,tired
0.9002054790891356,1,2025-02-11 15:57:33.996184762,neutral
0.8515472653020575,2,2025-02-11 15:57:33.996184762,frowning
0.835622862599636,0,2025-02-11 15:57:33.996184762,tired
0.9002054790891356,1,2025-02-11 15:57:34.334366370,neutral
0.8515472653020575,2,2025-02-11 15:57:34.334366370,frowning
0.835622862599636,0,2025-02-11 15:57:34.334366370,tired
0.8030931785355037,3,2025-02-11 15:57:34.334366370,tired
0.8030931785355037,3,2025-02-11 15:57:34.693095722,tired
0.9002054790891356,1,2025-02-11 15:57:34.693095722,neutral
0.8515472653020575,2,2025-02-11 15:57:34.693095722,frowning
0.835622862599636,0,2025-02-11 15:57:34.693095722,neutral
0.8030931785355037,3,2025-02-11 15:57:35.005592651,tired
0.835622862599636,0,2025-02-11 15:57:35.005592651,tired
0.8515472653020575,2,2025-02-11 15:57:35.005592651,frowning
0.9002054790891356,1,2025-02-11 15:57:35.005592651,neutral
0.8515472653020575,2,2025-02-11 15:57:35.348055039,frowning
0.835622862599636,0,2025-02-11 15:57:35.348055039,tired
0.8030931785355037,3,2025-02-11 15:57:35.348055039,tired
0.9002054790891356,1,2025-02-11 15:57:35.348055039,neutral
0.835622862599636,0,2025-02-11 15:57:35.690517427,tired
0.8030931785355037,3,2025-02-11 15:57:35.690517427,neutral
0.8515472653020575,2,2025-02-11 15:57:35.690517427,frowning
0.9002054790891356,1,2025-02-11 15:57:35.690517427,neutral
0.835622862599636,0,2025-02-11 15:57:36.032979815,tired
0.8030931785355037,3,2025-02-11 15:57:36.032979815,admired
0.8515472653020575,2,2025-02-11 15:57:36.032979815,frowning
0.9002054790891356,1,2025-02-11 15:57:36.032979815,neutral
0.8030931785355037,3,2025-02-11 15:57:36.360887552,tired
0.9002054790891356,1,2025-02-11 15:57:36.360887552,tired
0.8515472653020575,2,2025-02-11 15:57:36.360887552,frowning
0.835622862599636,0,2025-02-11 15:57:36.360887552,tired
0.9002054790891356,1,2025-02-11 15:57:36.717904592,neutral
0.8515472653020575,2,2025-02-11 15:57:36.717904592,frowning
0.8030931785355037,3,2025-02-11 15:57:36.717904592,tired
0.835622862599636,0,2025-02-11 15:57:36.717904592,tired
0.8030931785355037,3,2025-02-11 15:57:37.046668484,tired
0.8515472653020575,2,2025-02-11 15:57:37.046668484,frowning
0.9002054790891356,1,2025-02-11 15:57:37.046668484,neutral
0.835622862599636,0,2025-02-11 15:57:37.046668484,tired
0.8030931785355037,3,2025-02-11 15:57:37.388274716,admired
0.8515472653020575,2,2025-02-11 15:57:37.388274716,frowning
0.9002054790891356,1,2025-02-11 15:57:37.388274716,neutral
0.835622862599636,0,2025-02-11 15:57:37.388274716,tired
0.8030931785355037,3,2025-02-11 15:57:37.731593260,admired
0.9002054790891356,1,2025-02-11 15:57:37.731593260,tired
0.8515472653020575,2,2025-02-11 15:57:37.731593260,frowning
0.835622862599636,0,2025-02-11 15:57:37.731593260,neutral
0.835622862599636,0,2025-02-11 15:57:38.074055648,neutral
0.9002054790891356,1,2025-02-11 15:57:38.074055648,tired
0.8030931785355037,3,2025-02-11 15:57:38.074055648,admired
0.8515472653020575,2,2025-02-11 15:57:38.074055648,frowning
0.835622862599636,0,2025-02-11 15:57:38.416518037,neutral
0.8030931785355037,3,2025-02-11 15:57:38.416518037,neutral
0.8515472653020575,2,2025-02-11 15:57:38.416518037,frowning
0.9002054790891356,1,2025-02-11 15:57:38.416518037,tired
0.9002054790891356,1,2025-02-11 15:57:38.752987333,tired
0.8030931785355037,3,2025-02-11 15:57:38.752987333,neutral
0.8515472653020575,2,2025-02-11 15:57:38.752987333,frowning
0.835622862599636,0,2025-02-11 15:57:38.752987333,neutral
0.8030931785355037,3,2025-02-11 15:57:39.089456629,neutral
